Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
ELITE RESIDENCES,"3,320,000","3,831.98",866,Sep-25,ELITE TERRACE,Resale,Strata,356,"9,326",-,Terrace House,1,Freehold,15,Outside Central Region,-
THE SHAUGHNESSY,"2,328,000","3,283.02",709,Sep-25,MILTONIA CLOSE,Resale,Strata,305,"7,633",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
INFINIUM,"4,135,000","4,994.5",828,Sep-25,RICHARDS AVENUE,Resale,Strata,464,"8,912",-,Terrace House,1,Freehold,19,Outside Central Region,-
RADIANCE @ BUKIT TIMAH,"3,830,000","4,068.79",941,Sep-25,YUK TONG AVENUE,Resale,Strata,378,"10,132",-,Terrace House,1,Freehold,21,Rest of Central Region,-
D'MANOR,"2,850,000","2,723.29","1,047",Sep-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"11,265",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
RIDGEWOOD,"4,850,000","2,852.46","1,700",Sep-25,MOUNT SINAI RISE,Resale,Strata,265,"18,302",-,Terrace House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
RIDGEWOOD,"5,000,000","2,852.46","1,753",Sep-25,MOUNT SINAI RISE,Resale,Strata,265,"18,868",-,Terrace House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
BELGRAVIA VILLAS,"3,820,000","3,519.83","1,085",Sep-25,BELGRAVIA DRIVE,Resale,Strata,327,"11,682",-,Terrace House,1,Freehold,28,Outside Central Region,-
THE WHITLEY RESIDENCES,"5,585,000","7,190.35",777,Sep-25,WHITLEY ROAD,Resale,Strata,668,"8,361",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
GREENWOOD MEWS,"4,430,000","3,315.31","1,336",Sep-25,GREENWOOD AVENUE,Resale,Strata,308,"14,383",-,Terrace House,1,103 yrs lease commencing from 2011,11,Core Central Region,01 to 05
THE MORRIS RESIDENCES,"3,408,888","3,692.05",923,Sep-25,PAYA LEBAR CRESCENT,Resale,Strata,343,"9,938",-,Terrace House,1,Freehold,19,Outside Central Region,-
VERDANA VILLAS,"4,228,000","4,327.13",977,Sep-25,GRACE WALK,Resale,Strata,402,"10,517",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
DUNSFOLD 18,"4,500,000","4,467.06","1,007",Sep-25,DUNSFOLD DRIVE,Resale,Strata,415,"10,843",-,Detached House,1,Freehold,13,Outside Central Region,-
THE VISION,"3,380,000","4,962.2",681,Sep-25,WEST COAST CRESCENT,Resale,Strata,461,"7,332",-,Terrace House,1,99 yrs lease commencing from 2008,05,Outside Central Region,-
D'MANOR,"2,600,000","2,820.17",922,Sep-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,262,"9,924",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
WATER VILLAS,"3,250,000","3,896.57",834,Sep-25,KOVAN ROAD,Resale,Strata,362,"8,978",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
HILLCREST VILLA,"4,280,000","3,153.85","1,357",Sep-25,HILLCREST ROAD,Resale,Strata,293,"14,608",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
HORIZON GARDENS,"2,780,000","2,873.99",967,Sep-25,ANG MO KIO AVENUE 2,Resale,Strata,267,"10,412",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
THOMSON GRAND,"4,900,000","6,135.48",799,Sep-25,SIN MING WALK,Resale,Strata,570,"8,596",-,Terrace House,1,99 yrs lease commencing from 2010,20,Rest of Central Region,-
VERDANA VILLAS,"4,300,000","4,424",972,Sep-25,GRACE WALK,Resale,Strata,411,"10,462",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
ILLOURA,"5,940,000","4,219.49","1,408",Sep-25,OLD HOLLAND ROAD,Resale,Strata,392,"15,153",-,Semi-Detached House,1,Freehold,10,Core Central Region,01 to 05
MEDALLION,"3,500,000","4,154.9",842,Sep-25,BRADDELL ROAD,Resale,Strata,386,"9,067",-,Detached House,1,Freehold,13,Outside Central Region,-
ATELIER VILLAS,"3,150,000","3,229.2",975,Aug-25,YIO CHU KANG DRIVE,Resale,Strata,300,"10,500",-,Terrace House,1,Freehold,26,Outside Central Region,-
ENGLISH VILLAS,"3,800,000","7,427.16",512,Aug-25,BEDOK RISE,Resale,Strata,690,"5,507",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
THE WOODS,"2,685,000","4,004.21",671,Aug-25,WESTWOOD AVENUE,Resale,Strata,372,"7,218",-,Terrace House,1,99 yrs lease commencing from 2010,22,Outside Central Region,-
HILLCREST VILLA,"4,038,888","3,089.27","1,307",Aug-25,HILLCREST ROAD,Resale,Strata,287,"14,073",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
KALEIDO,"3,715,000","3,283.02","1,132",Aug-25,LORONG K TELOK KURAU,Resale,Strata,305,"12,180",-,Terrace House,1,Freehold,15,Outside Central Region,-
THE SHAUGHNESSY,"2,725,000","3,649",747,Aug-25,MILTONIA CLOSE,Resale,Strata,339,"8,038",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
MEDALLION,"3,188,888","3,304.55",965,Aug-25,BRADDELL ROAD,Resale,Strata,307,"10,387",-,Detached House,1,Freehold,13,Outside Central Region,-
D'MANOR,"2,430,000","2,723.29",892,Aug-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"9,605",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
DUNSFOLD 18,"4,100,000","4,208.72",974,Aug-25,DUNSFOLD DRIVE,Resale,Strata,391,"10,486",-,Detached House,1,Freehold,13,Outside Central Region,-
BINJAI CREST,"3,060,000","3,562.88",859,Aug-25,JALAN KAMPONG CHANTEK,Resale,Strata,331,"9,245",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
TERESA 8,"3,380,000","2,906.28","1,163",Aug-25,BUKIT TERESA CLOSE,Resale,Strata,270,"12,519",-,Terrace House,1,Freehold,04,Rest of Central Region,-
THE SHAUGHNESSY,"2,460,000","3,519.83",699,Aug-25,MILTONIA CLOSE,Resale,Strata,327,"7,523",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
TRUSSVILLE,"3,300,000","2,970.86","1,111",Aug-25,PAYA LEBAR CRESCENT,Resale,Strata,276,"11,957",-,Terrace House,1,Freehold,19,Outside Central Region,-
LA BELLE,"3,168,000","2,691","1,177",Aug-25,RECREATION LANE,Resale,Strata,250,"12,672",-,Terrace House,1,Freehold,19,Outside Central Region,-
DALLA VALE,"3,180,000","3,261.49",975,Aug-25,SPRINGLEAF AVENUE,Resale,Strata,303,"10,495",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
THE WINDSOR,"3,820,000","2,497.25","1,530",Aug-25,ONTARIO AVENUE,Resale,Strata,232,"16,466",-,Terrace House,1,Freehold,20,Rest of Central Region,01 to 05
CHARLTON VILLAS,"3,380,000","2,723.29","1,241",Aug-25,CHARLTON LANE,Resale,Strata,253,"13,360",-,Terrace House,1,Freehold,19,Outside Central Region,-
HORIZON GARDENS,"2,648,000","2,798.64",946,Aug-25,ANG MO KIO AVENUE 2,Resale,Strata,260,"10,185",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
PARKWOOD COLLECTION,"3,700,000","4,510.12",820,Aug-25,LORONG 1 REALTY PARK,Resale,Strata,419,"8,831",-,Semi-Detached House,1,99 yrs lease commencing from 2017,19,Outside Central Region,-
MARINE GARDEN,"2,600,000","1,733","1,500",Aug-25,SIGLAP ROAD,Resale,Strata,161,"16,149",-,Terrace House,1,Freehold,15,Outside Central Region,-
AFFINITY AT SERANGOON,"3,260,000","2,335.79","1,396",Aug-25,SERANGOON NORTH AVENUE 1,Resale,Strata,217,"15,023",-,Terrace House,1,99 yrs lease commencing from 2018,19,Outside Central Region,-
ESTE VILLA,"3,568,888","3,422.95","1,043",Aug-25,NIM ROAD,Resale,Strata,318,"11,223",-,Terrace House,1,Freehold,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,550,000","2,271.2","1,123",Aug-25,KOVAN ROAD,Resale,Strata,211,"12,085",-,Terrace House,1,Freehold,19,Outside Central Region,-
BINJAI CREST,"3,010,000","3,778.16",797,Aug-25,JALAN KAMPONG CHANTEK,Resale,Strata,351,"8,575",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
SENYUM RESIDENCES,"3,830,000","3,024.68","1,266",Aug-25,JALAN SENYUM,Resale,Strata,281,"13,630",-,Terrace House,1,Freehold,14,Outside Central Region,-
KEW RESIDENCIA,"2,350,000","3,013.92",780,Aug-25,KEW CRESCENT,Resale,Strata,280,"8,393",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
KEW GATE,"2,330,000","2,260.44","1,031",Aug-25,LIMAU GARDEN,Resale,Strata,210,"11,095",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
PARKWOOD COLLECTION,"4,018,000","4,510.12",891,Aug-25,LORONG 1 REALTY PARK,Resale,Strata,419,"9,589",-,Semi-Detached House,1,99 yrs lease commencing from 2017,19,Outside Central Region,-
WOODHAVEN,"3,028,000","3,358.37",902,Aug-25,WOODGROVE AVENUE,Resale,Strata,312,"9,705",-,Terrace House,1,99 yrs lease commencing from 2011,25,Outside Central Region,-
FERNHILL COTTAGE,"3,930,000","1,894.46","2,074",Aug-25,FERNHILL ROAD,Resale,Strata,176,"22,330",-,Terrace House,1,Freehold,10,Core Central Region,-
THE TENERIFFE,"3,700,000","3,164.62","1,169",Aug-25,LAUREL WOOD AVENUE,Resale,Strata,294,"12,585",-,Terrace House,1,99 yrs lease commencing from 1996,10,Core Central Region,-
EUHABITAT,"3,150,000","3,487.54",903,Aug-25,JALAN EUNOS,Resale,Strata,324,"9,722",-,Terrace House,1,99 yrs lease commencing from 2010,14,Outside Central Region,-
NORMANTON PARK,"3,630,000","2,109.74","1,721",Aug-25,NORMANTON PARK,Sub Sale,Strata,196,"18,520",-,Terrace House,1,99 yrs lease commencing from 2019,05,Rest of Central Region,-
BINJAI CREST,"3,100,000","3,778.16",821,Aug-25,JALAN KAMPONG CHANTEK,Resale,Strata,351,"8,832",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
SOMMERVILLE PARK,"6,500,000","4,197.96","1,548",Jul-25,FARRER DRIVE,Resale,Strata,390,"16,667",-,Terrace House,1,Freehold,10,Core Central Region,01 to 05
BELGRAVIA VILLAS,"3,820,000","3,584.41","1,066",Jul-25,BELGRAVIA DRIVE,Resale,Strata,333,"11,471",-,Terrace House,1,Freehold,28,Outside Central Region,-
CHARLTON 27,"4,380,000","5,952.49",736,Jul-25,SURIN AVENUE,Resale,Strata,553,"7,920",-,Terrace House,1,Freehold,19,Outside Central Region,-
MARLENE VILLE,"3,700,000","2,970.86","1,245",Jul-25,MARLENE AVENUE,Resale,Strata,276,"13,406",-,Terrace House,1,Freehold,19,Outside Central Region,-
DALLA VALE,"3,120,000","3,261.49",957,Jul-25,SPRINGLEAF AVENUE,Resale,Strata,303,"10,297",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
INFINIUM,"4,050,000","4,994.5",811,Jul-25,RICHARDS AVENUE,Resale,Strata,464,"8,728",-,Terrace House,1,Freehold,19,Outside Central Region,-
ESTRIVILLAS,"4,210,000","4,359.42",966,Jul-25,JALAN LIM TAI SEE,Resale,Strata,405,"10,395",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
ESTE VILLA,"3,730,000","3,799.69",982,Jul-25,NIM ROAD,Resale,Strata,353,"10,567",-,Terrace House,1,Freehold,28,Outside Central Region,-
SPRINGHILL,"2,300,000","3,013.92",763,Jul-25,SEMBAWANG WALK,Resale,Strata,280,"8,214",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
D'MANOR,"2,460,000","2,723.29",903,Jul-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"9,723",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
THE TENERIFFE,"3,630,000","3,110.8","1,167",Jul-25,LAUREL WOOD AVENUE,Resale,Strata,289,"12,561",-,Terrace House,1,99 yrs lease commencing from 1996,10,Core Central Region,-
MONT TIMAH,"4,038,000","4,628.52",872,Jul-25,BUKIT WAY,Resale,Strata,430,"9,391",-,Terrace House,1,99 yrs lease commencing from 2004,21,Outside Central Region,-
THE TENERIFFE,"3,620,000","3,164.62","1,144",Jul-25,LAUREL WOOD AVENUE,Resale,Strata,294,"12,313",-,Terrace House,1,99 yrs lease commencing from 1996,10,Core Central Region,-
ASTON RESIDENCE,"3,300,000","4,714.63",700,Jul-25,JALAN LOYANG BESAR,Resale,Strata,438,"7,534",-,Detached House,1,946 yrs lease commencing from 1938,17,Outside Central Region,01 to 05
DALLA VALE,"3,300,000","3,261.49","1,012",Jul-25,SPRINGLEAF AVENUE,Resale,Strata,303,"10,891",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
SOMMERVILLE PARK,"5,650,000","3,293.78","1,715",Jul-25,SOMMERVILLE ESTATE ROAD,Resale,Strata,306,"18,464",-,Terrace House,1,Freehold,10,Core Central Region,-
BELGRAVIA VILLAS,"3,770,000","3,584.41","1,052",Jul-25,BELGRAVIA DRIVE,Resale,Strata,333,"11,321",-,Terrace House,1,Freehold,28,Outside Central Region,-
THE WOODS,"2,550,000","4,004.21",637,Jul-25,WESTWOOD AVENUE,Resale,Strata,372,"6,855",-,Terrace House,1,99 yrs lease commencing from 2010,22,Outside Central Region,-
HILLCREST VILLA,"4,030,000","3,100.03","1,300",Jul-25,HILLCREST ROAD,Resale,Strata,288,"13,993",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
BELLAVILLE,"3,838,000","4,413.24",870,Jul-25,SIAK KEW AVENUE,Resale,Strata,410,"9,361",-,Detached House,1,Freehold,13,Rest of Central Region,-
D' KENARIS,"3,118,888","3,692.05",845,Jul-25,JALAN KENARAH,Resale,Strata,343,"9,093",-,Semi-Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
THE TENERIFFE,"3,625,000","3,175.38","1,142",Jun-25,LAUREL WOOD AVENUE,Resale,Strata,295,"12,288",-,Terrace House,1,99 yrs lease commencing from 1996,10,Core Central Region,-
CABANA,"2,930,000","3,164.62",926,Jun-25,SUNRISE TERRACE,Resale,Strata,294,"9,966",-,Terrace House,1,103 yrs lease commencing from 2009,28,Outside Central Region,-
CABANA,"2,880,000","3,067.74",939,Jun-25,SUNRISE TERRACE,Resale,Strata,285,"10,105",-,Terrace House,1,103 yrs lease commencing from 2009,28,Outside Central Region,-
HORIZON GARDENS,"2,930,000","3,056.98",958,Jun-25,ANG MO KIO AVENUE 2,Resale,Strata,284,"10,317",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
8 @ STRATTON,"3,538,000","5,145.19",688,Jun-25,STRATTON GREEN,Resale,Strata,478,"7,402",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
ELEVEN @ HOLLAND,"3,410,000","3,853.51",885,Jun-25,HOLLAND LINK,Resale,Strata,358,"9,525",-,Semi-Detached House,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
BINJAI CREST,"3,050,000","3,778.16",807,Jun-25,JALAN KAMPONG CHANTEK,Resale,Strata,351,"8,689",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
BINJAI CREST,"2,943,800","3,778.16",779,Jun-25,JALAN KAMPONG CHANTEK,Resale,Strata,351,"8,387",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
D'MANOR,"2,880,000","3,315.31",869,Jun-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,308,"9,351",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
SPRINGLEAF VILLAS,"3,388,000","3,519.83",963,Jun-25,SPRINGLEAF CRESCENT,Resale,Strata,327,"10,361",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
ESTRIVILLAS,"4,380,000","4,703.87",931,Jun-25,JALAN LIM TAI SEE,Resale,Strata,437,"10,023",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
KALEIDO,"3,700,000","3,401.42","1,088",Jun-25,LORONG K TELOK KURAU,Resale,Strata,316,"11,709",-,Terrace House,1,Freehold,15,Outside Central Region,-
WATERCOVE,"3,400,000","3,422.95",993,Jun-25,WAK HASSAN DRIVE,Resale,Strata,318,"10,692",-,Terrace House,1,Freehold,27,Outside Central Region,-
SOLARIS RESIDENCES,"3,400,000","3,928.86",865,Jun-25,PAYA LEBAR CRESCENT,Resale,Strata,365,"9,315",-,Terrace House,1,Freehold,19,Outside Central Region,-
CHARLTON 18,"3,371,500","3,390.66",994,Jun-25,CHARLTON LANE,Resale,Strata,315,"10,703",-,Terrace House,1,Freehold,19,Outside Central Region,-
ESTRIVILLAS,"4,500,000","5,188.25",867,Jun-25,JALAN LIM TAI SEE,Resale,Strata,482,"9,336",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
ESTE VILLA,"3,720,000","3,799.69",979,Jun-25,NIM ROAD,Resale,Strata,353,"10,538",-,Terrace House,1,Freehold,28,Outside Central Region,-
WATER VILLAS,"3,288,000","3,896.57",844,Jun-25,KOVAN ROAD,Resale,Strata,362,"9,083",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
SURIN VILLAS,"3,770,000","5,145.19",733,Jun-25,SURIN AVENUE,Resale,Strata,478,"7,887",-,Terrace House,1,Freehold,19,Outside Central Region,-
CENTURION 12,"4,230,000","4,294.84",985,Jun-25,BRIGHT HILL CRESCENT,Resale,Strata,399,"10,602",-,Semi-Detached House,1,Freehold,20,Rest of Central Region,-
DALLA VALE,"3,340,000","3,229.2","1,034",Jun-25,SPRINGLEAF AVENUE,Resale,Strata,300,"11,133",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
THE VISION,"3,522,500","5,005.26",704,Jun-25,WEST COAST CRESCENT,Resale,Strata,465,"7,575",-,Terrace House,1,99 yrs lease commencing from 2008,05,Outside Central Region,-
MONTCLAIR @ WHITLEY,"4,180,000","4,327.13",966,Jun-25,WHITLEY ROAD,Resale,Strata,402,"10,398",-,Semi-Detached House,1,Freehold,11,Core Central Region,01 to 05
D'MANOR,"2,660,000","2,723.29",977,Jun-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"10,514",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
THE SHAUGHNESSY,"2,300,800","3,283.02",701,Jun-25,MILTONIA CLOSE,Resale,Strata,305,"7,544",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
D'MANOR,"2,600,000","2,723.29",955,May-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"10,277",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
ILLOURA,"6,000,000","4,284.07","1,401",May-25,OLD HOLLAND ROAD,Resale,Strata,398,"15,075",-,Semi-Detached House,1,Freehold,10,Core Central Region,01 to 05
THE SPRINGFIELD,"2,188,888","2,335.79",937,May-25,CHEMPAKA KUNING LINK,Resale,Strata,217,"10,087",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
ESTE VILLA,"3,500,000","3,358.37","1,042",May-25,NIM ROAD,Resale,Strata,312,"11,218",-,Terrace House,1,Freehold,28,Outside Central Region,-
ESTE VILLA,"3,688,000","3,810.46",968,May-25,NIM ROAD,Resale,Strata,354,"10,418",-,Terrace House,1,Freehold,28,Outside Central Region,-
VERDANA VILLAS,"4,080,000","4,327.13",943,May-25,GRACE WALK,Resale,Strata,402,"10,149",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
ALANA,"3,200,000","3,132.32","1,022",May-25,SUNRISE TERRACE,Resale,Strata,291,"10,997",-,Terrace House,1,103 yrs lease commencing from 2013,28,Outside Central Region,-
ELEVEN @ HOLLAND,"3,720,000","3,810.46",976,May-25,HOLLAND LINK,Resale,Strata,354,"10,508",-,Semi-Detached House,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
THE SHAUGHNESSY,"2,400,000","3,304.55",726,May-25,MILTONIA CLOSE,Resale,Strata,307,"7,818",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
THE ARECA,"2,520,000","2,518.78","1,000",May-25,BUNGA RAMPAI PLACE,Resale,Strata,234,"10,769",-,Terrace House,1,99 yrs lease commencing from 2000,19,Rest of Central Region,-
BELGRAVIA VILLAS,"3,700,000","3,649","1,014",May-25,BELGRAVIA DRIVE,Resale,Strata,339,"10,914",-,Terrace House,1,Freehold,28,Outside Central Region,-
MOUNTBATTEN LIGHTS,"7,800,000","7,976.12",978,May-25,MOUNTBATTEN ROAD,Resale,Strata,741,"10,526",-,Detached House,1,Freehold,15,Rest of Central Region,-
LOTUS VILLE,"3,750,000","3,982.68",942,May-25,LORONG L TELOK KURAU,Resale,Strata,370,"10,135",-,Terrace House,1,Freehold,15,Outside Central Region,-
CHARLTON VILLAS,"3,280,000","2,723.29","1,204",May-25,CHARLTON LANE,Resale,Strata,253,"12,964",-,Terrace House,1,Freehold,19,Outside Central Region,-
CHARLTON 18,"3,588,800","3,390.66","1,058",May-25,CHARLTON LANE,Resale,Strata,315,"11,393",-,Terrace House,1,Freehold,19,Outside Central Region,-
CABANA,"2,817,777","2,917.04",966,May-25,SUNRISE TERRACE,Resale,Strata,271,"10,398",-,Terrace House,1,103 yrs lease commencing from 2009,28,Outside Central Region,-
ESTRIVILLAS,"4,725,000","5,188.25",911,May-25,JALAN LIM TAI SEE,Resale,Strata,482,"9,803",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
DUNSFOLD 18,"4,180,000","4,230.25",988,May-25,DUNSFOLD DRIVE,Resale,Strata,393,"10,636",-,Detached House,1,Freehold,13,Outside Central Region,-
RICH.RESIDENCE,"3,460,000","3,918.1",883,Apr-25,RICHARDS AVENUE,Resale,Strata,364,"9,505",-,Terrace House,1,Freehold,19,Outside Central Region,-
JEWEL @ CHUAN HOE,"3,000,000","4,090.32",733,Apr-25,CHUAN HOE AVENUE,Resale,Strata,380,"7,895",-,Terrace House,1,999 yrs lease commencing from 1886,19,Outside Central Region,-
VERDANA VILLAS,"4,100,000","4,370.18",938,Apr-25,GRACE WALK,Resale,Strata,406,"10,099",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
PARKWOOD COLLECTION,"5,500,000","6,469.16",850,Apr-25,LORONG 1 REALTY PARK,Resale,Strata,601,"9,151",-,Semi-Detached House,1,99 yrs lease commencing from 2017,19,Outside Central Region,-
BELGRAVIA GREEN,"3,600,000","3,293.78","1,093",Apr-25,BELGRAVIA DRIVE,Resale,Strata,306,"11,765",-,Terrace House,1,Freehold,28,Outside Central Region,-
ESTE VILLA,"3,450,000","3,422.95","1,008",Apr-25,NIM ROAD,Resale,Strata,318,"10,849",-,Terrace House,1,Freehold,28,Outside Central Region,-
BINJAI CREST,"3,350,000","4,133.38",810,Apr-25,JALAN KAMPONG CHANTEK,Resale,Strata,384,"8,724",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
THE SHAUGHNESSY,"2,400,000","3,304.55",726,Apr-25,MILTONIA CLOSE,Resale,Strata,307,"7,818",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
